x_mastiffs,y_mastiffs,x_azithromycin,y_azithromycin,x_dissection,y_dissection,x_effacement,y_effacement,x_caramelisation,y_caramelisation
6.998,9.120410521169795,4.442,8.132,-3.207,1.1133529782506135,1.929,38.49,-2.105,21.954239593995048
7.206,41.81850892525714,0.482,11.321,-8.987,-2.131753717837814,-7.92,-138.112,4.309,15.945360240390595
1.533,-37.24490197477492,0.293,-12.037,0.083,-1.4801215715929872,0.196,-18.38,3.846,-14.747914422926977
-2.893,38.87181093196935,-0.031,-7.604,-7.285,-3.446198834657118,-4.966,-57.183,1.147,-10.76978106055822
4.314,20.372258424041927,-2.551,-13.28,1.115,5.8230883340711,-8.643,-128.091,4.388,-4.201341933560919
5.78,-6.877315105938762,0.282,11.836,1.199,0.7520548226182852,-2.038,57.725,-0.344,-29.55933554748745
-0.164,2.559530819003985,1.387,-11.872,-2.19,2.3071761670188264,0.577,-2.752,-7.859,-13.642290311716794
-3.686,7.312906586861969,-0.785,-36.907,-8.37,-3.3328643981422115,-1.056,-58.509,-3.749,108.65733115007946
0.219,3.8883535681879664,-5.374,0.427,-9.183,2.749506095975323,1.983,27.524,0.47,48.50949962309584
4.632,-10.516914458754941,-1.593,0.629,5.181,9.532843266988783,1.654,-35.607,-9.314,-19.817125776002825
1.122,-54.76157036231862,1.47,-46.455,2.876,3.0137443293442097,-6.067,69.249,-0.064,22.68109744897972
1.061,-21.76497682158886,1.096,5.972,-0.638,11.02231250507699,1.34,-60.478,3.25,0.33722703357283335
0.223,-15.78328207363116,0.543,-13.301,0.932,28.891241754213862,2.811,-95.897,-5.795,10.443521032718717
-0.515,8.91422593775007,0.29,7.974,-3.613,5.078411693813561,4.699,-96.946,-1.431,-5.940095397797288
-3.406,-8.05196061945564,-0.501,25.268,3.344,11.769756918294098,2.307,26.873,4.673,16.847509290306952
-0.566,12.373771221164366,-0.167,57.838,-3.71,5.0789063065484115,6.598,-157.634,2.782,-7.513998976167177
-1.918,-13.605462551807616,-3.375,17.638,0.067,13.78503943839457,1.016,16.258,0.965,-43.881687288276
11.908,5.1391453249540895,0.218,-6.775,3.649,-14.125573946340706,8.645,-56.44,-6.676,18.05279643427239
-4.103,-21.234806564903945,-4.35,-49.131,-1.079,5.91168635749172,-0.076,-28.682,1.264,-1.6763304352495751
-6.686,38.18318835458544,-2.624,2.279,4.504,-13.795892260613146,-0.822,-122.435,7.849,25.43217567551697
-2.681,15.605983894835417,4.283,-18.65,-4.297,2.4654433239205793,-2.121,-73.992,0.29,-11.574648055104644
-0.874,13.132559244654733,-4.084,-24.164,5.215,1.8427141761134012,6.947,-30.282,-3.946,-5.954671997728795
-0.611,7.703672939067915,0.775,32.031,-7.743,-13.518315514716019,-9.809,28.012,-0.846,0.5443329445427061
2.733,-4.595618319879721,-2.838,-38.429,-2.778,5.519463377168929,-6.751,107.944,3.754,-25.00826022496914
2.24,-9.199873567849846,0.665,-9.046,-2.85,5.624274252091393,-2.655,7.838,0.051,5.773560672170851
1.311,-5.421420474515046,-0.725,-16.241,-10.288,-4.191098274689387,-16.681,33.502,1.482,14.972737998507368
-0.973,54.51044899269779,5.695,24.727,10.336,8.80435714116279,2.088,-55.799,0.444,-35.88666841038055
1.599,-18.189824226568792,-0.336,21.803,0.728,-10.738809786755814,3.817,119.904,-21.244,24.1327888543978
1.316,-9.173858124881228,-5.165,-24.182,0.176,-0.41610164238397673,-1.458,78.262,1.664,-3.8580776622021116
-0.835,-12.600311333691657,9.08,-45.606,1.3,-3.0587186985046992,2.402,-49.558,-2.656,11.96792982584007
-8.676,15.261982718638611,-9.434,-16.223,0.432,12.96996059683514,2.148,7.055,0.614,10.278796923456166
0.321,-59.43863143524358,-3.125,15.06,1.797,19.107869316326568,-1.309,27.607,3.144,15.823070637557395
-0.204,-10.61135095147972,-1.533,-4.286,-2.733,10.621494398952438,1.33,99.848,-11.331,-23.963668172052316
-0.022,4.977924748056539,-6.255,-1.647,8.179,2.4181238589514207,-0.826,71.23,-1.357,18.564920790277235
-2.541,23.80842930938249,0.1,-48.272,-0.135,-16.982629317965362,-0.344,-104.898,8.109,-2.8764700234038934
-3.797,-21.388846941431694,1.162,3.64,3.536,27.215534100229753,1.517,27.102,-1.79,9.238171254000125
-1.366,-24.031324944590377,0.13,34.534,8.51,14.565195421183606,-13.383,26.392,-11.124,-19.888692154388302
8.598,10.087974792804332,-2.584,13.307,7.527,9.754049794540684,1.674,236.433,5.991,0.554459294041454
-0.058,-4.259221909408515,-0.879,-26.347,5.297,18.152134651525483,-0.051,-80.792,-5.316,26.327125281255906
2.341,-24.579772362254275,0.3,-37.949,2.271,-8.69628532399319,-2.367,96.578,1.318,-30.47924723530158
-2.519,25.72997663226679,-5.803,-20.456,2.577,-7.647765458486942,-1.447,21.62,-4.532,-30.631386884598694
-1.543,-24.94783758240254,-0.178,39.707,-3.875,-17.327826426552797,1.452,5.167,-19.256,-13.181727007923651
-7.773,-17.508785714315692,2.315,-25.943,-12.685,-12.834614432953245,-4.173,-4.831,2.125,-11.253087827273227
-2.007,12.07602928601141,-1.489,16.631,3.397,-14.92144956546586,11.752,-236.477,2.74,-31.99976253061542
-0.151,5.702363999167594,-3.326,-14.631,-3.104,6.2492399742460485,-3.438,-40.552,-1.656,1.5552447356405854
16.661,20.813731231827276,-7.295,10.835,-1.388,-19.29168079302046,4.578,3.759,-10.659,7.692078138769146
-10.229,8.905481033049508,5.886,-7.984,-0.433,-6.834727324685261,-4.753,-105.071,0.56,14.344198153535633
3.049,14.196794245655521,-1.74,-1.884,-8.36,-13.450614122758024,-3.117,24.314,0.301,-11.637833336614955
0.128,-3.265939292786894,1.396,8.25,6.235,2.69609509994644,-1.368,208.364,-4.572,-0.8569968517715636
7.339,-6.820482459917683,2.951,-18.339,8.404,-23.86401749681542,-0.132,69.573,-5.691,-19.965539330989998
0.926,13.397800767506666,-10.451,-2.511,5.386,-9.333708942680797,-1.275,94.487,-2.431,35.95982847313289
6.364,23.099888436583598,1.92,13.162,4.177,1.1248299960019312,-0.035,58.185,2.242,8.05604734496123
0.3,16.384607832059842,-0.28,5.897,2.47,-20.88380069800065,0.888,30.118,0.973,-27.349445234384813
1.132,27.544495402542424,-1.471,-8.944,2.464,1.1555154706258945,-7.921,-78.716,-1.594,0.11464175588442371
16.708,-27.7721683731263,1.06,-6.314,2.641,-6.232046420322339,0.006,-89.245,-1.068,-21.890447557036783
-0.518,-2.5905554676348603,0.045,-11.008,0.596,4.256991472775293,-0.126,81.904,8.26,6.823676566637568
-0.001,14.152096351320408,1.006,11.549,6.946,-7.168257662832457,-4.87,27.883,-10.213,7.426513438022196
2.415,-0.10281217783700924,-1.53,-7.653,-1.143,2.0197263378198467,8.066,11.809,0.5,-5.340682406839765
6.885,-6.6920350527519705,2.074,21.691,34.049,-1.772714198686506,-0.871,28.679,3.953,-18.443700388532395
0.119,12.705689827449916,-1.811,-38.045,5.179,-2.6889379613725355,5.816,-47.469,-1.424,-25.7432252158766
3.338,-25.52485807009774,-1.115,-8.442,-1.1,-1.5169854298231842,2.34,-101.386,2.403,28.359672714416497
6.828,-25.378021760918895,-0.045,0.766,1.595,1.676886526525501,-10.089,-96.205,1.662,-24.819652970340318
-2.576,9.628128899052228,5.473,17.375,-21.581,4.120139213457859,-11.55,110.293,5.719,-3.1134467359323033
6.416,-26.26498892907061,-0.466,-6.87,-0.783,-24.16764352449872,4.509,-20.194,-0.491,-6.911631225830533
7.692,1.778372321072812,-2.525,14.058,-1.754,-10.007263565366372,-1.986,-121.574,3.75,-15.679358226511846
-4.283,9.550852808412992,-3.971,23.76,1.848,-5.679850220637673,-0.614,-28.567,-7.517,-33.542178033759654
-2.239,-14.21056814375224,11.316,-6.088,7.921,7.43525379962381,10.994,-58.054,6.97,10.209870808745867
-0.265,-3.9379700801691713,3.033,-8.866,0.343,-7.802491940997713,-0.27,-44.612,-9.078,3.578103156335814
-2.171,-9.751818180381623,-0.854,-36.898,0.831,-10.809654001147036,0.123,-62.546,-3.091,32.96309880816529
-8.97,-20.927557824417537,0.72,-16.817,10.534,-11.10341325904395,-1.63,-64.756,-14.871,22.974475016215028
9.232,10.203395287460129,19.0,-16.74,-0.163,-6.689464846458339,6.697,-32.55,2.569,21.146102754415878
-4.438,7.300019796828729,7.204,-28.861,4.0,11.361425848516864,-2.676,-216.168,0.006,-25.913397302774513
3.982,9.52670693397259,-6.165,9.214,6.709,-9.258175465801903,0.367,22.262,3.349,-2.4461668925598277
-9.205,91.02448382332432,1.091,-3.588,-8.527,0.7092004718170108,0.118,-19.507,-3.276,-5.652599089860116
-7.409,4.426724294421388,-0.727,-6.577,0.772,-7.6655696656776975,-0.553,-82.204,3.068,-2.459192708943924
-8.329,-7.785561310746454,6.224,-11.02,4.006,5.112512277379423,11.473,2.637,4.075,-2.44712925397588
0.422,11.004749313866457,-5.548,-12.426,-0.504,-0.8977263026092639,-0.067,-12.424,9.301,32.39917924491592
0.758,-18.46256601271128,8.809,0.82,-5.981,10.72509936304257,-0.202,239.118,-0.933,-11.193143040601244
-5.869,0.741646735451182,7.551,21.201,-11.013,24.059107827665297,11.89,50.214,-2.255,-16.957096710085217
4.253,-7.605224264475902,14.549,-12.554,10.259,14.79006931584793,0.321,-68.091,9.603,16.05131611156803
-3.445,-2.9385683383363483,1.383,2.624,2.632,0.9933306020273243,-12.973,183.124,3.858,4.622370664558471
1.873,-7.059959906393022,-12.04,-25.193,8.549,12.958766165444054,1.22,51.026,11.824,18.28471103210162
4.342,-30.546767644497955,7.402,4.381,3.456,11.41657469858504,8.887,-214.015,4.311,24.392257676609724
8.574,-23.46673139725655,0.571,-50.07,-0.691,24.921286736007804,13.282,-102.119,11.363,65.10177950631672
0.358,-20.867236590918857,0.02,-41.052,-2.839,-13.514540793560501,-1.778,-83.297,-3.121,47.97743359026347
-1.423,-9.18831970853131,-3.952,34.764,7.308,2.517676272955491,3.404,24.353,1.287,1.6425960160962596
2.778,18.657320026662916,-7.023,-4.871,-1.07,12.103799726599851,0.017,10.673,3.694,-32.852467258265634
-0.434,5.566265848448332,-0.033,-5.066,-1.563,5.809500590266367,2.804,-3.664,-15.357,-75.4276895203541
-0.423,11.492286562091605,-1.76,-13.204,3.37,7.5550008738896315,-3.823,6.747,2.325,-24.677772292858375
0.001,23.036975523642756,7.491,-3.531,-0.214,11.202584268954084,-6.247,89.865,-14.549,31.86032562046649
1.253,7.771031264152633,-0.922,-6.162,-7.036,-1.869855720863025,-8.476,-14.879,6.318,-24.44742915049431
-2.302,-14.268190864439656,-2.548,-26.34,12.615,1.0919206484026711,0.049,-4.38,-5.025,35.00751633002774
-1.39,30.4035732084269,0.356,-1.807,-2.332,3.9801034703975526,4.855,15.012,1.273,-35.972982301415875
1.557,-10.674138703175057,-7.309,13.292,-8.774,-7.573513490567133,1.828,39.267,15.824,-6.749220790404664
17.196,-15.655073496037406,0.804,9.742,-7.096,-3.960760971290784,2.823,20.278,1.255,19.81822369446231
4.368,44.80988124358666,4.25,-19.66,1.685,-11.860200280717095,2.435,-72.933,-0.299,19.702963317487022
-2.778,-8.780275957187573,-4.953,-13.545,7.783,-12.422113984834857,-1.608,75.952,5.134,40.36830088545679
-3.686,-20.519051803245258,-1.599,27.641,-2.99,-4.118955847808256,-1.88,2.153,-0.061,27.193105953526377
-0.034,-8.331727650199333,0.737,-1.337,-1.582,4.943830291570366,2.191,199.947,-7.366,15.100091998466866
-0.669,-4.088503906026954,4.092,6.248,0.269,1.0492604580751594,-1.621,135.659,9.498,7.648521937747157
-0.705,29.934970772348702,1.354,-20.043,0.131,6.961129935869945,-1.086,-10.061,-2.104,11.431882241759796
-6.498,-16.35663461483452,8.999,-28.426,10.176,13.195515648973945,-3.912,30.141,2.771,6.266563716097275
-2.746,-18.779044015382127,2.154,-50.407,-15.07,-5.424202673683284,0.077,-101.407,-11.97,27.26393694058995
0.537,33.3443373492819,2.637,-0.932,1.828,3.8403421699367497,-14.439,-99.551,0.549,-14.753902189687757
-3.228,-19.148151361452168,9.05,-18.136,1.223,18.164776801442898,8.858,-42.876,-1.667,6.332764068390951
1.378,0.801059863489602,16.802,-25.204,0.266,-3.5534965045122506,6.883,285.814,-0.158,-8.936552472567328
0.603,-23.62686104876719,-0.026,2.161,1.479,6.8972085418325495,-0.968,-161.297,0.255,-17.881024365956097
17.828,-20.39171926769345,1.358,21.869,5.846,2.083869453972513,1.007,-98.858,2.018,-38.0591778278784
-0.484,65.02847354884432,5.337,-3.706,0.895,-1.9718252626490886,-5.475,-68.955,-13.794,7.559594089826135
-4.911,-0.4573720575821163,5.79,17.18,-5.379,24.78569513605506,2.905,-122.089,0.276,-16.090540498900072
-1.149,-33.84447012827447,-2.079,2.13,-3.778,-1.0133521294511558,0.061,15.014,0.05,26.34494314884163
1.262,31.313414394863727,0.026,-30.286,-5.575,-11.409015769916364,-1.34,57.769,6.04,-1.0366166036486018
0.048,-7.290842169254804,-7.591,-14.904,-3.077,9.843666816173336,-1.414,15.623,-1.159,10.353811977319026
7.505,-15.441260733347328,3.035,-3.062,1.062,-1.329316891154655,3.093,-26.953,-0.117,-62.21320341779902
4.042,36.43624374317889,-1.091,-17.128,1.634,-1.8768117337456527,-5.99,104.775,1.406,45.091840973566946
2.015,10.069348811099232,1.393,-16.023,-0.054,2.034911566726306,0.618,-19.772,7.843,0.6570797199066298
9.413,16.171063553780648,-2.556,-6.242,-0.219,7.7698690976029585,-3.377,12.38,0.514,10.152941439650133
2.586,25.918960188573042,0.397,-22.999,8.241,1.093396123946079,-2.384,6.463,1.61,-90.28509431980298
11.195,-5.9998213892693215,-1.539,17.409,-3.368,5.773620344363003,4.178,20.167,10.67,-58.55782096587961
-10.209,40.35362003543369,-3.798,17.885,4.188,5.931993775691921,4.098,-47.942,2.801,-37.320573111195706
-7.901,17.077005098058283,-4.971,17.722,0.329,-5.569586882777451,0.524,-36.28,0.933,10.06692833963583
1.696,44.457649807823174,0.04,24.771,-1.085,14.786027925348995,0.602,-50.628,-4.379,-3.3385417899053778
-2.235,49.636894613180324,8.877,53.08,1.92,8.375954128885288,-8.159,80.187,-0.683,-7.831963003811727
0.027,10.198469208944667,9.887,-0.559,0.58,-1.27286567604611,1.127,18.932,-2.87,38.146755652388876
3.485,-3.505765220800564,0.226,4.182,-3.066,-8.137510682609271,-0.162,-32.228,-4.946,-32.49015192122285
1.482,-13.461005799707882,-2.392,12.391,-4.535,0.4998113962816446,-0.435,54.403,-8.646,-5.371653706362256
-2.517,-39.9557067282989,0.178,-17.542,8.833,-27.171949186765627,-3.36,53.538,-2.393,6.8852896400111625
-5.979,-22.533435041817565,2.864,-34.705,-0.045,-6.975622065610352,0.275,-31.279,-3.845,69.81094967253901
0.353,-10.020367680379326,0.77,-30.4,-4.511,-4.984965294425174,10.681,-79.967,0.717,-26.53546295816302
-0.962,-9.060635787371703,-0.095,-8.322,-17.142,-0.536570505048946,-0.481,228.485,1.236,-2.663935550424712
7.965,-8.528806604290109,-0.353,-39.646,2.341,1.6074576390175477,-1.89,28.405,1.411,-8.450447579720915
-1.146,2.8704104867805,-1.88,-23.92,-0.979,-13.763119597836686,-7.113,9.776,0.087,14.312105220001124
0.55,-10.517980202893678,9.242,0.38,-2.469,-10.805815391164435,-3.74,54.37,-7.582,-13.906581478070152
-5.252,10.936864288305555,0.146,-3.278,-10.947,3.345671404208747,4.481,84.907,-11.183,-8.225755545855591
-3.552,-1.957362758292351,0.892,-60.364,-2.526,-5.483895637501714,-0.343,-27.765,-11.558,-17.493531883434905
3.455,31.501905932326814,3.348,1.357,4.861,18.078772310212784,-0.01,-273.905,-5.206,8.722528772063527
5.365,6.965867622689643,-1.928,7.88,1.434,-16.16101099007408,-4.214,27.589,0.709,45.23342437710158
-0.943,42.29638498417286,-5.806,-14.166,4.065,-0.7428770127956783,-0.176,327.101,2.576,14.956159436300991
0.715,-44.58934878565296,11.83,-0.032,-0.827,-0.47752977741278,0.099,-26.477,15.535,20.25266604734702
4.97,71.27039554124956,1.749,-9.355,2.559,-2.3148008208416115,-0.55,-305.36,-1.403,-32.582854804430944
-3.104,-9.940744819535114,11.178,8.228,0.079,-1.4753009881539492,16.2,-102.556,5.62,13.527778801345665
3.323,-21.050662779658435,1.02,22.097,0.128,-22.299327001365164,2.451,26.43,-2.509,15.921812960941962
1.366,-11.039191019990426,0.173,-13.508,2.098,-2.5017277867834578,3.724,-79.274,1.872,-2.6389870197310206
1.797,-43.05090188318026,-3.12,-5.129,-7.35,3.0417469507111905,0.054,-52.907,0.786,31.73389441968803
-2.849,8.604593529557924,2.751,-4.597,5.539,10.874285098832097,-0.238,-58.227,3.821,13.121601544694787
1.519,-20.842358153758642,-0.238,10.239,1.752,3.321982446330081,-12.437,0.278,-3.059,-22.815859205796926
6.219,-39.27423821551946,14.722,3.58,2.717,15.719833494708372,4.583,-12.26,-2.806,5.750412209455176
1.185,9.085921136133765,-0.388,-19.407,-0.543,-10.109909561151147,-1.998,165.678,-1.078,10.220177964543911
-2.933,17.281996328660544,-2.359,-20.182,-5.255,-15.04142686454588,-1.912,-61.517,1.629,7.977642974220581
-2.056,19.466186855498,-0.257,-32.016,2.359,7.368182798374806,-14.697,66.188,-4.518,-2.1233316428500792
-7.922,16.540545654183568,-1.043,8.377,0.272,13.438456316641172,-0.101,-10.351,-8.266,-56.03451275632279
-0.655,-51.17809268726775,7.123,-2.936,1.154,-9.456781553060981,2.034,-64.832,-0.983,17.11575340863731
-1.363,-22.706989891904264,0.504,12.806,3.274,-5.019192948651268,-3.001,-146.291,-0.013,15.027828692919995
-1.006,21.630212771272276,-0.98,-14.087,0.009,-8.213265991360917,12.019,-64.392,1.597,-6.375581079097326
-0.923,7.847494189753824,13.658,19.004,7.935,-2.7755240031621993,28.443,-383.811,1.286,-16.0207398920684
-8.239,-12.652218533572249,-4.389,-26.056,2.075,-33.46554192248277,0.473,-13.192,-1.451,33.75556417192208
-0.334,-21.326028369839644,3.805,1.812,-0.219,-23.212858330001538,-1.562,-77.006,-1.413,10.11782201946049
9.547,-33.23859480156193,-2.081,1.479,3.792,6.2110772415187645,-1.376,-85.958,1.879,-2.620295554458389
-0.784,9.979512952444377,-0.869,15.013,2.372,-22.13261672317983,-1.334,55.371,-5.535,-19.85904301274384
-2.569,27.69980141328094,-14.437,9.871,-3.07,12.813809842369455,-0.29,-6.731,3.659,-45.32013907044468
0.412,13.026306754296218,8.345,-24.33,13.628,1.506736662316263,0.036,-14.417,-10.581,1.1131285602500185
-1.036,-2.2814914416341248,0.939,-17.818,12.027,14.014721508948465,-7.448,-13.128,2.175,15.327180544228863
-2.184,-8.206867693753386,-12.35,4.99,-0.406,-0.0430161828491018,-0.02,-138.492,3.355,14.416579674540614
-0.854,51.70168199372836,-0.617,-26.411,9.138,-3.720981401136348,0.335,34.635,-0.386,-22.51010949885447
-0.056,54.20102491248873,-6.882,9.36,-4.515,5.431928281854626,0.412,-9.653,3.135,-49.58249042658791
0.667,-7.387667367253078,7.86,-9.185,6.488,6.021895996751498,0.804,93.889,14.513,17.687941571112425
2.559,3.204797319838657,4.458,0.946,-1.899,5.448950132310339,8.001,-235.588,-2.028,-19.0501125204862
0.806,3.866835218582562,-1.529,33.343,-1.772,9.691010081036959,-4.423,-130.277,-0.042,2.766754716472729
-5.399,-15.985134773747312,-0.657,33.256,1.973,1.813589748862765,-0.91,-157.644,0.993,0.1740490550312339
7.213,1.9800555793591377,0.027,52.441,-3.747,-17.520256816618627,-0.044,24.475,2.363,-28.921743579942866
4.195,16.804360750992625,0.759,47.165,3.071,-0.16514652117549034,-2.588,-28.395,-3.324,-9.270591669549137
14.854,24.77251759907569,11.592,-33.754,13.302,14.895935163114913,2.523,-114.766,-5.108,23.239824341335098
4.865,44.91275858864466,11.748,-15.792,0.429,-18.23222740282576,0.512,-38.72,4.622,-9.016650130502052
7.331,-4.384097253110918,0.36,-29.441,1.593,0.8835248574621671,1.007,-19.193,4.761,29.663876367506507
1.002,-19.966354578468042,13.682,-34.829,-3.913,-10.638986830116952,-9.5,24.792,2.207,-1.512305834341186
0.575,-18.475491731208955,-2.562,-0.299,-6.408,-10.270115269216957,-0.366,18.273,1.151,54.646717701841204
0.74,26.58028909505732,2.865,8.08,1.389,2.356163874126464,-0.597,216.472,1.806,-11.917395029960169
0.8,14.914257720965548,-4.12,25.235,-2.639,11.635432398282493,6.669,-42.34,-0.06,31.941355988579865
-1.702,16.983257352138878,11.216,-27.556,-0.102,1.5174980201573218,-9.168,-27.012,-1.062,-33.084469275918025
1.196,36.69740377803079,13.631,-13.004,-11.663,4.354560849295189,-7.762,111.744,-0.117,-5.57167993049179
0.376,-6.479685288682812,8.675,-43.763,-3.052,0.3091910234791442,9.897,72.59,14.004,20.35957384651846
-14.33,26.394778204444886,6.342,-18.696,-3.845,7.337665018972973,0.063,-115.789,2.274,-7.343004494986209
-4.964,39.25925646670886,-0.22,-28.553,12.506,17.344027238549657,-1.666,31.079,-9.554,3.5829539985405745
0.684,-1.2643395760599638,-0.03,7.567,-2.813,15.791299978806457,0.317,-239.303,-10.286,16.180307700591243
2.081,-46.78680905027168,-1.115,17.873,5.921,-13.897583367032817,-6.726,156.462,-11.579,12.049239948983736
-2.166,-2.215412408963113,-1.8,-10.819,0.892,4.698450912788064,-1.215,-43.691,1.202,3.2527946563609738
-1.073,-8.1763006461339,-6.156,-1.865,5.593,-0.16387396133191157,0.049,-26.245,-8.41,6.843878096843558
-1.095,-35.43107638593406,5.327,9.561,8.63,-12.140414679095551,-4.405,-12.249,-0.957,-11.518127713774662
2.536,-5.637387246693881,7.144,2.492,-2.865,0.115140205707988,-3.185,124.882,4.864,-4.441326484800683
-0.733,6.30093757631643,-6.438,15.671,-2.051,14.626758150485035,-0.301,44.385,-1.345,12.033531373013584
-5.19,17.218425803354233,6.466,5.877,12.365,8.113449051427722,10.465,-120.106,0.531,-17.186188379999518
-0.304,-10.171576615134718,-2.037,-23.695,2.39,5.755727571629812,-0.141,-47.519,-0.113,-37.32983726744584
0.405,-23.86037235151236,1.402,3.249,0.276,-19.99280837702337,-1.304,52.133,0.769,-51.824112199652134
1.915,-51.20848271617597,20.722,0.402,-2.97,-4.96849371267101,-4.401,-0.648,-0.704,-33.67607035311746
0.368,-23.273783867333627,-17.27,-14.416,6.664,-1.5681145522956257,2.026,-30.25,-9.98,-12.721934071578351
1.489,-38.33701460602239,0.077,-50.626,6.02,3.1356957262023597,12.577,-289.065,-1.475,-33.60098917371976
-0.012,-23.605089212334768,-7.09,0.111,0.028,5.73391752720038,0.642,-6.574,0.689,-12.934165126122437
-0.14,28.55403770297594,0.342,-8.976,1.745,-11.131736003619771,-0.688,-92.845,0.58,-9.221944423575298
11.321,-10.95935132326045,10.535,-16.267,0.159,12.274437459689372,3.693,34.195,-5.239,11.125423946247922
-0.571,-32.259824070877,-0.93,-31.066,-2.99,12.35947135342592,3.566,-37.591,1.489,29.497887377168183
-1.029,-12.914100568766347,-3.494,-13.07,0.963,-14.655108706761887,-1.715,58.854,0.772,-35.40679388689742
-0.015,45.774850412067224,5.705,-24.19,0.319,6.675406934374507,-1.666,52.728,-7.296,-14.0733479865166
0.032,-39.00637598186642,0.916,-34.331,-2.464,-0.7906251771643161,5.598,-192.465,-5.257,-5.081834674845513
-6.609,10.51150273276352,-2.503,-25.329,-4.705,24.04482065440984,-0.951,140.263,3.907,14.217372459775865
-1.855,-35.56928628076673,0.253,-12.121,-2.152,1.0468967920330183,-3.794,-109.63,5.347,32.59624538061384
-4.83,-8.847229378456158,2.686,-12.318,-1.459,-9.631151259711592,-0.931,-1.045,0.399,-84.22794303751331
2.184,13.417653964726853,-0.433,-18.879,0.16,7.593424596501809,2.458,-213.604,-9.525,-9.184664575841786
1.544,-13.138218871555335,5.858,-24.791,1.267,18.375246018924354,-1.128,24.159,-0.466,16.656440484547428
12.474,13.839222771809151,0.792,36.424,-11.505,-2.7148773427154156,10.153,-110.39,3.733,12.790052140812843
-0.011,17.007415563387518,9.676,-26.834,0.69,-8.313581494212702,1.928,-60.665,7.281,-19.19631265390798
4.623,4.1368677176334545,0.14,-11.462,0.802,-1.769364056462048,-7.856,58.723,1.3,3.03348072011298
-0.686,7.3980608704640165,-2.348,-50.003,-0.41,-2.170405657314974,-4.742,63.472,-4.364,20.83432163205447
-2.548,-27.96401907972713,0.36,-15.388,-8.537,16.938493401475608,-12.733,131.889,0.003,-21.848329827082516
3.902,54.345277544849274,-19.413,14.322,-1.972,5.624059718383217,-0.851,-52.994,-10.415,-33.682759866306014
4.221,34.08262033222626,16.592,15.494,-2.097,3.9415196812523154,6.535,-24.098,0.127,9.448605197739386
-1.0,-24.525779245003008,0.404,-8.954,-11.715,3.747442634284039,9.359,8.173,-4.488,13.359068150243512
